YEAR,MO,DY,HR,ALLSKY_KT,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,SZA,T2M,PRECTOTCORR,RH2M,WS10M,WD10M
2019,4,18,23,-999.0,0.0,0.0,-999.0,25.04,0.14,94.44,2.96,49.5
2019,4,19,0,-999.0,0.0,0.0,-999.0,24.9,0.1,95.31,2.49,58.76
2019,4,19,1,-999.0,0.0,0.0,-999.0,24.76,0.06,95.75,2.32,67.84
2019,4,19,2,-999.0,0.0,0.0,-999.0,24.56,0.04,96.19,2.25,77.17
2019,4,19,3,-999.0,0.0,0.0,-999.0,24.36,0.03,96.56,2.17,84.41
2019,4,19,4,-999.0,0.0,0.0,-999.0,24.16,0.02,96.94,1.83,89.02
2019,4,19,5,-999.0,0.0,0.0,-999.0,23.94,0.02,97.0,1.85,89.52
2019,4,19,6,0.34,8.55,10.9,88.66,23.74,0.03,97.12,1.88,88.57
2019,4,19,7,0.52,168.33,162.71,76.53,24.55,0.03,93.5,2.69,90.5
2019,4,19,8,0.59,414.25,373.96,62.16,26.03,0.04,85.38,3.46,85.34
2019,4,19,9,0.63,638.2,572.78,48.1,28.38,0.05,72.12,3.73,81.7
2019,4,19,10,0.66,815.88,723.3,34.77,30.37,0.01,62.5,3.35,82.49
2019,4,19,11,0.68,925.33,842.59,23.41,31.79,0.01,56.44,2.89,87.83
2019,4,19,12,0.66,961.5,839.43,18.23,32.84,0.03,52.12,2.62,94.96
2019,4,19,13,0.65,922.1,802.11,23.7,33.37,0.04,49.75,2.42,94.44
2019,4,19,14,0.67,808.95,738.92,35.15,32.98,0.05,50.75,2.22,87.58
2019,4,19,15,0.62,632.23,555.95,48.52,32.44,0.05,52.75,2.14,75.86
2019,4,19,16,0.59,408.3,363.4,62.58,31.56,0.05,57.06,2.11,62.01
2019,4,19,17,0.49,164.27,150.48,76.95,30.19,0.07,65.69,1.99,50.43
2019,4,19,18,0.35,7.45,9.59,88.84,28.4,0.1,78.75,1.71,41.28
2019,4,19,19,-999.0,0.0,0.0,-999.0,27.42,0.11,83.06,1.84,37.6
2019,4,19,20,-999.0,0.0,0.0,-999.0,26.73,0.11,85.88,1.99,38.45
2019,4,19,21,-999.0,0.0,0.0,-999.0,26.2,0.09,88.56,1.97,40.65
2019,4,19,22,-999.0,0.0,0.0,-999.0,25.81,0.07,90.62,1.9,44.0
2019,4,19,23,-999.0,0.0,0.0,-999.0,25.5,0.05,92.38,1.76,46.62
2019,4,20,0,-999.0,0.0,0.0,-999.0,25.25,0.03,93.69,1.68,48.59
2019,4,20,1,-999.0,0.0,0.0,-999.0,25.02,0.02,94.75,1.64,51.38
2019,4,20,2,-999.0,0.0,0.0,-999.0,24.8,0.02,95.56,1.54,55.1
2019,4,20,3,-999.0,0.0,0.0,-999.0,24.55,0.01,96.5,1.36,58.13
2019,4,20,4,-999.0,0.0,0.0,-999.0,24.23,0.01,97.31,1.28,60.3
2019,4,20,5,-999.0,0.0,0.0,-999.0,23.94,0.01,97.69,1.29,62.97
2019,4,20,6,0.3,8.52,9.48,88.66,23.82,0.01,97.62,1.31,64.51
2019,4,20,7,0.51,167.85,159.88,76.53,24.98,0.01,91.88,2.13,68.04
2019,4,20,8,0.59,409.83,368.28,62.19,26.7,0.02,81.62,2.78,69.63
2019,4,20,9,0.6,631.95,542.02,48.17,28.94,0.03,67.75,2.88,67.05
2019,4,20,10,0.66,806.92,721.67,34.89,30.71,0.23,59.06,2.81,66.43
2019,4,20,11,0.61,916.7,754.09,23.63,31.95,0.29,54.38,2.76,66.7
2019,4,20,12,0.61,931.17,783.4,18.56,32.62,0.34,52.25,2.74,66.5
2019,4,20,13,0.6,890.2,740.98,23.98,32.83,0.33,51.62,2.65,62.0
2019,4,20,14,0.64,776.6,700.43,35.36,32.49,0.32,52.81,2.58,51.39
2019,4,20,15,0.5,597.77,448.02,48.68,31.72,0.37,55.94,2.77,40.07
2019,4,20,16,0.39,375.0,241.02,62.71,30.52,0.4,62.62,2.83,33.73
2019,4,20,17,0.31,142.45,94.43,77.06,28.95,0.42,72.44,2.76,32.16
2019,4,20,18,0.24,6.25,6.34,88.88,27.33,0.33,82.0,2.86,33.52
2019,4,20,19,-999.0,0.0,0.0,-999.0,26.47,0.24,85.81,3.93,36.92
2019,4,20,20,-999.0,0.0,0.0,-999.0,25.84,0.22,89.44,4.35,39.09
2019,4,20,21,-999.0,0.0,0.0,-999.0,25.44,0.27,92.19,3.51,44.19
2019,4,20,22,-999.0,0.0,0.0,-999.0,25.17,0.24,94.31,2.61,54.64
2019,4,20,23,-999.0,0.0,0.0,-999.0,24.95,0.17,95.19,2.44,62.78
2019,4,21,0,-999.0,0.0,0.0,-999.0,24.57,0.13,96.38,2.02,62.64
2019,4,21,1,-999.0,0.0,0.0,-999.0,24.25,0.1,97.25,1.63,67.99
2019,4,21,2,-999.0,0.0,0.0,-999.0,24.01,0.13,97.5,1.59,73.71
2019,4,21,3,-999.0,0.0,0.0,-999.0,23.78,0.13,97.75,1.45,79.78
2019,4,21,4,-999.0,0.0,0.0,-999.0,23.62,0.16,97.94,1.34,90.0
2019,4,21,5,-999.0,0.0,0.0,-999.0,23.5,0.14,97.94,1.39,94.18
2019,4,21,6,0.3,7.7,9.55,88.66,23.44,0.09,97.75,1.57,93.42
2019,4,21,7,0.46,150.85,144.23,76.54,24.19,0.06,95.25,2.58,98.18
2019,4,21,8,0.59,386.62,371.29,62.22,25.48,0.05,89.75,3.68,99.78
2019,4,21,9,0.62,611.7,563.07,48.24,27.72,0.03,75.94,4.72,97.14
2019,4,21,10,0.66,792.52,727.01,35.02,29.98,0.34,63.38,4.85,95.18
2019,4,21,11,0.63,907.55,782.53,23.86,31.43,0.13,56.5,4.55,95.61
2019,4,21,12,0.71,963.45,910.14,18.9,32.5,0.09,51.5,4.11,98.42
2019,4,21,13,0.7,924.33,861.29,24.27,33.31,0.09,47.62,3.64,100.76
2019,4,21,14,0.71,811.25,775.71,35.57,33.79,0.21,45.0,3.24,100.01
2019,4,21,15,0.69,634.1,608.63,48.84,33.87,0.39,43.75,2.96,95.45
2019,4,21,16,0.66,410.83,408.47,62.84,33.23,0.22,45.44,2.79,86.78
2019,4,21,17,0.56,164.77,168.67,77.17,31.73,0.14,52.69,2.5,74.01
2019,4,21,18,0.38,7.17,9.64,88.91,28.29,0.18,72.62,2.48,59.72
2019,4,21,19,-999.0,0.0,0.0,-999.0,26.83,0.1,74.75,3.16,56.7
2019,4,21,20,-999.0,0.0,0.0,-999.0,26.06,0.04,77.06,4.18,60.56
2019,4,21,21,-999.0,0.0,0.0,-999.0,25.22,0.01,82.12,4.34,65.19
2019,4,21,22,-999.0,0.0,0.0,-999.0,24.39,0.0,87.69,3.28,68.63
2019,4,21,23,-999.0,0.0,0.0,-999.0,23.73,0.01,91.88,2.39,74.47
2019,4,22,0,-999.0,0.0,0.0,-999.0,23.16,0.03,94.94,1.83,82.63
2019,4,22,1,-999.0,0.0,0.0,-999.0,22.66,0.17,96.88,1.51,95.33
2019,4,22,2,-999.0,0.0,0.0,-999.0,22.45,0.34,97.38,1.39,113.54
2019,4,22,3,-999.0,0.0,0.0,-999.0,22.16,0.34,97.81,1.47,130.04
2019,4,22,4,-999.0,0.0,0.0,-999.0,21.89,0.54,98.0,1.61,139.73
2019,4,22,5,-999.0,0.0,0.0,-999.0,21.58,0.83,98.12,1.71,145.44
2019,4,22,6,0.38,9.17,11.73,88.66,21.26,0.93,98.19,1.82,147.26
2019,4,22,7,0.55,176.2,174.84,76.55,22.55,0.13,93.62,3.03,146.15
2019,4,22,8,0.68,422.75,424.33,62.26,24.32,0.01,84.56,4.27,129.72
2019,4,22,9,0.73,648.55,647.49,48.31,27.39,0.01,64.94,4.77,119.21
2019,4,22,10,0.74,828.67,819.84,35.15,30.08,0.0,51.12,4.44,112.23
2019,4,22,11,0.75,936.6,926.84,24.09,32.12,0.0,43.5,4.07,107.43
2019,4,22,12,0.74,955.6,940.88,19.23,33.48,0.0,39.5,3.85,104.83
2019,4,22,13,0.73,913.6,902.86,24.55,34.19,0.0,38.0,3.73,104.07
2019,4,22,14,0.73,797.7,789.83,35.78,34.12,0.0,38.44,3.62,103.74
2019,4,22,15,0.7,618.15,611.52,49.0,33.74,0.0,40.0,3.58,101.82
2019,4,22,16,0.63,393.73,388.3,62.97,32.94,0.0,43.94,3.44,96.51
2019,4,22,17,0.51,151.9,151.24,77.27,31.21,0.0,53.56,2.91,88.15
2019,4,22,18,0.36,6.38,8.82,88.95,28.26,0.0,68.81,2.66,78.33
2019,4,22,19,-999.0,0.0,0.0,-999.0,27.44,0.0,69.88,3.45,75.84
2019,4,22,20,-999.0,0.0,0.0,-999.0,26.87,0.0,72.69,3.99,75.96
2019,4,22,21,-999.0,0.0,0.0,-999.0,26.08,0.0,78.12,3.84,79.58
2019,4,22,22,-999.0,0.0,0.0,-999.0,25.33,0.0,83.31,3.48,85.49
2019,4,22,23,-999.0,0.0,0.0,-999.0,24.72,0.0,87.62,2.89,92.48
2019,4,23,0,-999.0,0.0,0.0,-999.0,24.21,0.0,90.94,2.44,100.34
2019,4,23,1,-999.0,0.0,0.0,-999.0,23.79,0.0,93.12,2.16,108.57
2019,4,23,2,-999.0,0.0,0.0,-999.0,23.39,0.0,94.94,1.98,117.27
2019,4,23,3,-999.0,0.0,0.0,-999.0,23.06,0.0,96.12,1.93,125.11
2019,4,23,4,-999.0,0.0,0.0,-999.0,22.8,0.0,96.81,1.95,129.95
2019,4,23,5,-999.0,0.0,0.0,-999.0,22.63,0.0,97.19,2.01,133.26
2019,4,23,6,0.37,8.95,11.63,88.66,22.59,0.0,97.06,2.12,134.25
2019,4,23,7,0.57,172.67,178.04,76.56,24.4,0.0,87.88,3.65,130.48
2019,4,23,8,0.67,415.17,422.11,62.29,27.05,0.0,74.44,5.34,113.45
2019,4,23,9,0.72,637.27,640.65,48.38,29.44,0.0,62.62,5.7,106.65
2019,4,23,10,0.68,812.2,742.78,35.27,31.36,0.0,53.81,5.39,103.75
2019,4,23,11,0.68,920.65,835.95,24.32,32.96,0.0,47.19,5.01,101.15
2019,4,23,12,0.66,952.08,832.53,19.55,34.16,0.0,42.25,4.71,98.96
2019,4,23,13,0.69,911.35,838.62,24.84,34.87,0.01,39.06,4.61,96.33
2019,4,23,14,0.67,797.62,732.27,35.98,35.08,0.04,37.56,4.57,93.14
2019,4,23,15,0.64,620.9,564.05,49.16,34.73,0.06,37.81,4.56,90.1
2019,4,23,16,0.59,398.23,362.76,63.09,33.66,0.11,41.62,4.42,86.66
2019,4,23,17,0.47,155.92,139.03,77.38,31.2,0.12,55.0,3.41,81.7
2019,4,23,18,0.34,6.38,8.0,88.98,28.37,0.17,68.0,3.64,78.74
2019,4,23,19,-999.0,0.0,0.0,-999.0,27.07,0.14,74.06,4.83,80.6
2019,4,23,20,-999.0,0.0,0.0,-999.0,26.02,0.07,80.75,4.78,83.24
2019,4,23,21,-999.0,0.0,0.0,-999.0,25.26,0.03,85.44,4.13,88.05
2019,4,23,22,-999.0,0.0,0.0,-999.0,24.65,0.01,88.62,3.52,93.7
2019,4,23,23,-999.0,0.0,0.0,-999.0,24.06,0.0,91.56,2.87,99.23
2019,4,24,0,-999.0,0.0,0.0,-999.0,23.57,0.0,93.88,2.44,105.19
2019,4,24,1,-999.0,0.0,0.0,-999.0,23.17,0.0,95.5,2.17,112.87
2019,4,24,2,-999.0,0.0,0.0,-999.0,22.83,0.0,96.62,2.02,122.71
2019,4,24,3,-999.0,0.0,0.0,-999.0,22.55,0.0,97.38,1.98,131.63
2019,4,24,4,-999.0,0.0,0.0,-999.0,22.35,0.0,97.75,2.0,138.48
2019,4,24,5,-999.0,0.0,0.0,-999.0,22.19,0.01,97.94,2.08,141.88
2019,4,24,6,0.34,8.98,10.81,88.66,22.18,0.01,97.69,2.19,143.7
2019,4,24,7,0.49,172.02,153.83,76.58,23.97,0.0,89.38,3.63,144.36
2019,4,24,8,0.59,414.62,363.66,62.33,26.92,0.0,74.12,5.57,129.14
2019,4,24,9,0.63,636.25,567.44,48.46,29.57,0.0,61.19,6.34,123.65
2019,4,24,10,0.67,811.35,739.52,35.41,31.61,0.08,53.25,6.21,122.47
2019,4,24,11,0.66,918.1,800.15,24.55,33.26,0.06,47.75,5.88,122.19
2019,4,24,12,0.62,942.08,783.04,19.88,34.43,0.08,44.12,5.54,121.56
2019,4,24,13,0.59,900.23,727.24,25.12,35.12,0.1,42.25,5.18,119.93
2019,4,24,14,0.62,785.3,673.58,36.2,35.19,0.18,41.69,4.84,117.93
2019,4,24,15,0.55,607.9,480.13,49.31,34.76,0.2,42.62,4.5,114.21
2019,4,24,16,0.44,385.23,265.34,63.22,33.58,0.26,46.19,4.09,108.26
2019,4,24,17,0.32,146.48,93.95,77.48,31.72,0.61,56.31,3.0,100.67
2019,4,24,18,0.26,5.88,6.03,89.02,28.92,0.42,74.5,2.38,92.07
2019,4,24,19,-999.0,0.0,0.0,-999.0,27.71,0.15,79.12,2.77,90.65
2019,4,24,20,-999.0,0.0,0.0,-999.0,26.81,0.12,82.62,3.33,95.39
2019,4,24,21,-999.0,0.0,0.0,-999.0,26.05,0.09,86.88,3.28,101.95
2019,4,24,22,-999.0,0.0,0.0,-999.0,25.56,0.06,89.38,3.08,107.42
2019,4,24,23,-999.0,0.0,0.0,-999.0,25.13,0.03,90.69,2.93,113.76
2019,4,25,0,-999.0,0.0,0.0,-999.0,24.47,0.01,92.69,2.52,122.06
2019,4,25,1,-999.0,0.0,0.0,-999.0,23.91,0.0,93.75,2.33,133.37
2019,4,25,2,-999.0,0.0,0.0,-999.0,23.48,0.0,94.0,2.38,143.7
2019,4,25,3,-999.0,0.0,0.0,-999.0,23.18,0.01,93.88,2.5,150.63
2019,4,25,4,-999.0,0.0,0.0,-999.0,22.87,0.01,94.06,2.46,154.98
2019,4,25,5,-999.0,0.0,0.0,-999.0,22.58,0.03,94.44,2.37,156.65
2019,4,25,6,0.33,8.9,10.28,88.66,22.45,0.04,94.31,2.43,154.92
2019,4,25,7,0.52,170.58,162.09,76.59,23.72,0.02,88.44,3.45,160.83
2019,4,25,8,0.6,411.48,373.18,62.38,26.05,0.01,76.0,5.05,152.32
2019,4,25,9,0.62,632.2,558.77,48.54,28.9,0.01,61.06,5.65,144.11
2019,4,25,10,0.6,807.4,659.04,35.55,30.73,0.02,53.0,5.13,138.89
2019,4,25,11,0.59,914.15,713.59,24.78,31.51,0.23,49.69,4.31,134.12
2019,4,25,12,0.48,924.65,608.48,20.2,32.08,0.69,47.81,3.48,129.44
2019,4,25,13,0.48,883.73,578.19,25.39,32.48,0.95,47.0,2.84,123.21
2019,4,25,14,0.51,768.73,552.9,36.4,32.79,0.69,46.62,2.35,119.98
2019,4,25,15,0.48,590.27,419.2,49.47,32.9,0.31,46.69,2.11,125.34
2019,4,25,16,0.44,370.4,262.67,63.34,32.29,0.09,49.62,2.02,126.21
2019,4,25,17,0.36,137.35,103.79,77.57,30.81,0.03,58.5,2.06,100.03
2019,4,25,18,0.27,5.5,6.03,89.05,28.34,0.04,75.38,2.15,76.52
2019,4,25,19,-999.0,0.0,0.0,-999.0,27.3,0.1,77.5,2.6,75.21
2019,4,25,20,-999.0,0.0,0.0,-999.0,26.49,0.15,81.94,2.88,85.33
2019,4,25,21,-999.0,0.0,0.0,-999.0,25.78,0.16,84.44,3.57,96.28
2019,4,25,22,-999.0,0.0,0.0,-999.0,25.08,0.11,86.0,4.07,107.08
2019,4,25,23,-999.0,0.0,0.0,-999.0,24.43,0.05,87.12,4.29,115.91
2019,4,26,0,-999.0,0.0,0.0,-999.0,23.95,0.02,88.06,4.17,124.55
2019,4,26,1,-999.0,0.0,0.0,-999.0,23.45,0.01,90.19,3.41,135.09
2019,4,26,2,-999.0,0.0,0.0,-999.0,23.07,0.01,91.56,3.2,144.84
2019,4,26,3,-999.0,0.0,0.0,-999.0,22.78,0.01,92.75,3.07,152.39
2019,4,26,4,-999.0,0.0,0.0,-999.0,22.51,0.02,93.75,2.91,156.4
2019,4,26,5,-999.0,0.0,0.0,-999.0,22.31,0.02,94.5,2.69,157.67
2019,4,26,6,0.3,8.58,9.59,88.66,22.17,0.02,94.81,2.5,157.44
2019,4,26,7,0.45,164.95,140.78,76.61,22.98,0.01,90.81,3.31,155.19
2019,4,26,8,0.61,403.35,378.05,62.41,25.02,0.06,79.88,4.87,140.79
2019,4,26,9,0.67,623.2,598.31,48.62,27.75,0.12,66.0,5.79,132.76
2019,4,26,10,0.68,796.83,745.33,35.69,30.23,0.0,55.88,5.27,129.95
2019,4,26,11,0.7,903.55,853.26,25.02,32.2,0.01,49.56,4.37,127.81
2019,4,26,12,0.73,944.1,917.48,20.52,33.46,0.01,45.94,3.59,123.72
2019,4,26,13,0.72,903.02,870.34,25.66,34.1,0.01,44.19,3.07,116.43
2019,4,26,14,0.59,789.3,634.05,36.6,34.12,0.03,44.12,2.76,107.77
2019,4,26,15,0.6,613.08,525.18,49.62,33.68,0.03,45.38,2.66,97.08
2019,4,26,16,0.52,391.58,314.77,63.46,32.46,0.04,49.25,2.66,85.79
2019,4,26,17,0.41,150.9,117.34,77.66,30.95,0.06,57.94,2.35,76.33
2019,4,26,18,0.34,5.77,7.37,89.08,28.51,0.09,74.56,2.06,68.6
2019,4,26,19,-999.0,0.0,0.0,-999.0,27.33,0.08,78.94,2.39,66.95
2019,4,26,20,-999.0,0.0,0.0,-999.0,26.55,0.07,81.62,2.83,72.16
2019,4,26,21,-999.0,0.0,0.0,-999.0,25.87,0.06,84.94,2.93,79.56
2019,4,26,22,-999.0,0.0,0.0,-999.0,25.35,0.03,85.19,3.68,93.65
2019,4,26,23,-999.0,0.0,0.0,-999.0,24.77,0.02,85.25,4.27,104.62
2019,4,27,0,-999.0,0.0,0.0,-999.0,24.24,0.01,85.94,4.25,113.41
2019,4,27,1,-999.0,0.0,0.0,-999.0,23.83,0.01,86.44,3.98,119.38
2019,4,27,2,-999.0,0.0,0.0,-999.0,23.49,0.01,87.06,3.78,120.96
2019,4,27,3,-999.0,0.0,0.0,-999.0,23.26,0.01,87.5,3.75,120.57
2019,4,27,4,-999.0,0.0,0.0,-999.0,23.08,0.0,87.94,3.67,119.84
2019,4,27,5,-999.0,0.0,0.0,-999.0,22.91,0.0,88.75,3.4,119.63
2019,4,27,6,0.36,8.85,11.34,88.66,22.8,0.0,89.25,3.13,122.34
2019,4,27,7,0.53,169.9,164.55,76.62,23.65,0.0,84.75,3.63,126.7
2019,4,27,8,0.63,409.55,392.38,62.46,25.72,0.0,73.69,4.81,125.01
2019,4,27,9,0.7,628.83,619.87,48.7,28.16,0.0,60.94,5.04,123.74
2019,4,27,10,0.73,803.08,792.13,35.82,30.33,0.0,51.69,4.45,123.55
2019,4,27,11,0.73,910.62,895.36,25.24,32.19,0.0,45.12,3.87,121.8
2019,4,27,12,0.73,944.02,907.42,20.83,33.66,0.0,40.69,3.41,118.33
2019,4,27,13,0.66,903.48,802.98,25.94,34.65,0.0,38.12,3.15,114.6
2019,4,27,14,0.64,790.0,691.71,36.8,34.87,0.0,37.25,3.15,109.74
2019,4,27,15,0.62,613.73,542.53,49.77,34.64,0.0,37.31,3.28,103.94
2019,4,27,16,0.58,391.75,344.63,63.58,33.81,0.01,39.5,3.29,97.51
2019,4,27,17,0.48,150.88,138.89,77.76,32.12,0.0,48.62,2.54,89.29
2019,4,27,18,0.37,5.62,7.75,89.1,29.2,0.01,64.88,2.45,77.83
2019,4,27,19,-999.0,0.0,0.0,-999.0,28.34,0.0,64.19,3.25,74.36
2019,4,27,20,-999.0,0.0,0.0,-999.0,27.73,0.0,65.62,4.25,74.53
2019,4,27,21,-999.0,0.0,0.0,-999.0,26.73,0.0,72.12,4.23,77.53
2019,4,27,22,-999.0,0.0,0.0,-999.0,25.82,0.0,78.56,3.48,83.43
2019,4,27,23,-999.0,0.0,0.0,-999.0,25.05,0.0,83.25,2.71,91.98
2019,4,28,0,-999.0,0.0,0.0,-999.0,24.4,0.0,87.31,2.01,102.09
2019,4,28,1,-999.0,0.0,0.0,-999.0,23.86,0.0,89.88,1.71,115.98
2019,4,28,2,-999.0,0.0,0.0,-999.0,23.38,0.01,91.31,1.67,133.3
2019,4,28,3,-999.0,0.0,0.0,-999.0,22.94,0.02,92.12,1.84,148.2
2019,4,28,4,-999.0,0.0,0.0,-999.0,22.53,0.03,92.75,2.13,156.17
2019,4,28,5,-999.0,0.0,0.0,-999.0,22.16,0.02,93.5,2.32,158.45
2019,4,28,6,0.36,9.0,11.3,88.66,21.93,0.02,93.81,2.5,158.73
2019,4,28,7,0.54,173.0,166.46,76.65,23.15,0.0,87.19,3.88,154.98
2019,4,28,8,0.6,413.15,373.97,62.51,25.46,0.0,73.94,5.35,142.83
2019,4,28,9,0.66,632.12,583.64,48.78,28.23,0.0,58.69,5.3,138.41
2019,4,28,10,0.7,804.73,756.87,35.97,30.56,0.0,48.19,4.6,135.62
2019,4,28,11,0.71,909.8,862.4,25.48,32.46,0.0,41.19,3.91,133.38
2019,4,28,12,0.7,936.55,866.51,21.13,33.86,0.0,36.38,3.31,130.98
2019,4,28,13,0.66,894.92,788.91,26.2,34.75,0.0,33.38,2.85,127.87
2019,4,28,14,0.66,781.35,708.34,36.99,35.16,0.0,31.88,2.54,122.81
2019,4,28,15,0.64,605.48,551.38,49.92,35.01,0.0,31.62,2.36,115.46
2019,4,28,16,0.62,385.27,367.05,63.7,34.34,0.01,32.94,2.26,106.24
2019,4,28,17,0.5,146.83,142.09,77.85,32.84,0.0,40.44,1.83,96.37
2019,4,28,18,0.38,5.38,7.73,89.13,29.47,0.01,63.44,1.78,84.46
2019,4,28,19,-999.0,0.0,0.0,-999.0,27.87,0.01,68.06,2.31,78.5
2019,4,28,20,-999.0,0.0,0.0,-999.0,26.99,0.02,69.44,2.69,76.89
2019,4,28,21,-999.0,0.0,0.0,-999.0,26.5,0.02,73.38,3.21,76.47
2019,4,28,22,-999.0,0.0,0.0,-999.0,25.99,0.03,80.44,3.33,76.98
2019,4,28,23,-999.0,0.0,0.0,-999.0,25.42,0.03,86.06,2.96,80.26
2019,4,29,0,-999.0,0.0,0.0,-999.0,24.93,0.02,89.88,2.37,86.79
2019,4,29,1,-999.0,0.0,0.0,-999.0,24.51,0.01,92.69,1.73,93.11
2019,4,29,2,-999.0,0.0,0.0,-999.0,24.17,0.01,94.69,1.33,99.79
2019,4,29,3,-999.0,0.0,0.0,-999.0,23.9,0.01,95.81,1.17,110.74
2019,4,29,4,-999.0,0.0,0.0,-999.0,23.62,0.01,96.5,1.15,123.91
2019,4,29,5,-999.0,0.0,0.0,-999.0,23.28,0.01,96.88,1.26,135.5
2019,4,29,6,0.3,8.65,9.53,88.66,23.13,0.01,96.75,1.32,141.98
2019,4,29,7,0.48,166.05,150.37,76.67,24.58,0.01,87.81,2.47,139.1
2019,4,29,8,0.63,401.83,389.41,62.55,27.02,0.03,73.94,3.32,120.66
2019,4,29,9,0.62,617.92,552.77,48.87,29.83,0.06,60.81,3.61,106.2
2019,4,29,10,0.66,788.2,711.98,36.11,31.83,0.04,53.06,3.45,100.83
2019,4,29,11,0.67,894.05,814.02,25.71,33.24,0.04,48.25,3.24,98.87
2019,4,29,12,0.67,920.62,843.04,21.45,34.03,0.08,45.62,3.13,96.31
2019,4,29,13,0.7,879.55,839.18,26.47,34.21,0.13,44.81,3.05,93.97
2019,4,29,14,0.66,767.3,704.48,37.19,34.05,0.17,45.25,2.94,87.26
2019,4,29,15,0.59,592.52,512.59,50.07,33.19,0.16,48.0,2.88,73.14
2019,4,29,16,0.5,373.98,295.95,63.8,32.18,0.17,52.31,2.89,58.93
2019,4,29,17,0.37,140.8,103.58,77.94,30.58,0.23,62.19,2.51,44.75
2019,4,29,18,0.35,5.0,7.01,89.16,28.46,0.31,76.88,2.14,31.72
2019,4,29,19,-999.0,0.0,0.0,-999.0,27.34,0.37,82.5,2.44,22.04
2019,4,29,20,-999.0,0.0,0.0,-999.0,26.58,0.36,86.12,2.99,14.98
2019,4,29,21,-999.0,0.0,0.0,-999.0,25.9,0.28,90.06,3.51,9.88
2019,4,29,22,-999.0,0.0,0.0,-999.0,25.44,0.23,93.06,3.64,8.9
2019,4,29,23,-999.0,0.0,0.0,-999.0,25.13,0.21,94.81,3.29,16.58
2019,4,30,0,-999.0,0.0,0.0,-999.0,24.93,0.19,95.88,3.04,39.37
2019,4,30,1,-999.0,0.0,0.0,-999.0,24.77,0.17,96.38,2.69,55.89
2019,4,30,2,-999.0,0.0,0.0,-999.0,24.54,0.14,97.06,2.01,72.83
2019,4,30,3,-999.0,0.0,0.0,-999.0,24.33,0.09,97.19,1.88,88.1
2019,4,30,4,-999.0,0.0,0.0,-999.0,24.02,0.05,97.69,1.49,94.51
2019,4,30,5,-999.0,0.0,0.0,-999.0,23.75,0.02,97.88,1.44,99.67
2019,4,30,6,0.36,8.85,11.16,88.66,23.55,0.01,97.94,1.54,99.94
2019,4,30,7,0.46,169.3,142.08,76.7,24.4,0.01,94.81,2.33,101.8
2019,4,30,8,0.57,405.7,350.09,62.61,25.82,0.02,86.88,2.86,97.07
2019,4,30,9,0.6,621.83,532.21,48.96,28.03,0.03,72.12,3.17,89.72
2019,4,30,10,0.59,791.55,632.77,36.25,29.91,0.05,60.81,3.08,83.15
2019,4,30,11,0.62,896.85,741.19,25.94,30.93,0.1,56.25,2.92,77.79
2019,4,30,12,0.6,920.55,746.41,21.74,31.37,0.15,54.5,2.83,71.52
2019,4,30,13,0.65,879.7,781.3,26.73,31.5,0.25,54.0,2.76,67.36
2019,4,30,14,0.66,767.52,699.09,37.38,31.38,0.29,54.38,2.54,65.48
2019,4,30,15,0.55,592.75,467.21,50.21,31.05,0.34,55.88,2.25,62.1
2019,4,30,16,0.37,373.55,216.05,63.91,30.58,0.5,58.94,1.98,56.12
2019,4,30,17,0.29,140.1,79.7,78.02,29.52,0.7,67.56,1.73,50.86
2019,4,30,18,0.25,4.88,4.87,89.18,27.76,0.79,82.38,1.56,45.61
2019,4,30,19,-999.0,0.0,0.0,-999.0,26.89,0.65,87.0,1.76,41.21
2019,4,30,20,-999.0,0.0,0.0,-999.0,26.28,0.5,88.88,2.02,42.33
2019,4,30,21,-999.0,0.0,0.0,-999.0,25.75,0.31,90.81,2.29,47.49
2019,4,30,22,-999.0,0.0,0.0,-999.0,25.31,0.13,92.75,2.37,52.37
2019,4,30,23,-999.0,0.0,0.0,-999.0,24.95,0.09,94.31,2.33,58.71
2019,5,1,0,-999.0,0.0,0.0,-999.0,24.55,0.04,95.94,1.96,64.25
2019,5,1,1,-999.0,0.0,0.0,-999.0,24.19,0.03,97.12,1.69,71.15
2019,5,1,2,-999.0,0.0,0.0,-999.0,23.81,0.03,97.81,1.6,79.57
2019,5,1,3,-999.0,0.0,0.0,-999.0,23.37,0.04,98.38,1.64,87.55
2019,5,1,4,-999.0,0.0,0.0,-999.0,22.98,0.03,98.75,1.72,94.7
2019,5,1,5,-999.0,0.0,0.0,-999.0,22.65,0.02,98.88,1.79,101.6
2019,5,1,6,0.34,8.48,10.7,88.67,22.44,0.01,98.81,1.82,108.82
2019,5,1,7,0.48,164.38,149.38,76.72,23.89,0.01,94.44,2.67,117.54
2019,5,1,8,0.58,403.4,358.19,62.66,25.64,0.01,85.38,3.95,113.53
2019,5,1,9,0.59,620.08,521.18,49.05,28.67,0.01,66.5,4.73,108.38
2019,5,1,10,0.62,791.25,670.55,36.4,31.26,0.03,54.19,4.8,104.9
2019,5,1,11,0.62,896.17,744.5,26.17,33.14,0.03,48.06,4.7,103.85
2019,5,1,12,0.66,928.83,815.88,22.05,34.49,0.04,44.12,4.69,103.48
