YEAR,MO,DY,HR,ALLSKY_KT,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN,SZA,T2M,PRECTOTCORR,RH2M,WS10M,WD10M
2018,8,1,0,-999.0,0.0,0.0,-999.0,24.53,0.0,71.69,5.25,104.84
2018,8,1,1,-999.0,0.0,0.0,-999.0,24.13,0.0,73.38,4.83,112.04
2018,8,1,2,-999.0,0.0,0.0,-999.0,23.84,0.0,74.44,4.5,119.05
2018,8,1,3,-999.0,0.0,0.0,-999.0,23.64,0.0,75.12,4.35,124.09
2018,8,1,4,-999.0,0.0,0.0,-999.0,23.49,0.0,75.56,4.35,126.75
2018,8,1,5,-999.0,0.0,0.0,-999.0,23.38,0.0,76.0,4.27,127.18
2018,8,1,6,-999.0,0.0,0.0,-999.0,23.26,0.0,76.69,3.92,127.3
2018,8,1,7,0.49,129.65,125.12,78.96,24.08,0.0,72.31,4.77,126.21
2018,8,1,8,0.63,351.95,347.38,65.58,25.99,0.0,61.88,5.73,123.5
2018,8,1,9,0.68,571.45,551.52,52.21,28.62,0.0,50.06,5.84,123.37
2018,8,1,10,0.7,747.27,712.23,39.83,31.48,0.0,39.88,5.42,125.32
2018,8,1,11,0.73,862.98,836.28,29.72,33.72,0.0,33.12,4.86,128.86
2018,8,1,12,0.73,909.7,867.5,24.84,35.26,0.0,29.38,4.4,133.27
2018,8,1,13,0.59,879.88,680.56,28.09,35.73,0.0,28.25,4.15,135.99
2018,8,1,14,0.57,778.1,595.4,37.41,35.66,0.0,28.44,4.0,134.84
2018,8,1,15,0.53,613.35,454.27,49.45,35.37,0.0,29.12,3.91,130.22
2018,8,1,16,0.52,397.17,318.55,62.67,34.6,0.0,30.88,3.95,124.54
2018,8,1,17,0.45,164.5,138.89,76.45,33.19,0.0,34.19,4.12,117.93
2018,8,1,18,0.31,9.55,11.09,88.47,31.23,0.0,39.69,3.55,110.91
2018,8,1,19,-999.0,0.0,0.0,-999.0,29.95,0.0,44.88,4.51,106.49
2018,8,1,20,-999.0,0.0,0.0,-999.0,28.65,0.0,51.69,5.54,104.37
2018,8,1,21,-999.0,0.0,0.0,-999.0,27.22,0.0,59.25,6.38,105.48
2018,8,1,22,-999.0,0.0,0.0,-999.0,26.0,0.0,65.25,6.36,110.28
2018,8,1,23,-999.0,0.0,0.0,-999.0,25.11,0.0,69.12,6.2,115.37
2018,8,2,0,-999.0,0.0,0.0,-999.0,24.5,0.0,70.94,5.97,119.32
2018,8,2,1,-999.0,0.0,0.0,-999.0,24.08,0.0,71.56,5.67,122.11
2018,8,2,2,-999.0,0.0,0.0,-999.0,23.71,0.0,72.25,5.34,124.09
2018,8,2,3,-999.0,0.0,0.0,-999.0,23.44,0.0,72.69,5.12,125.75
2018,8,2,4,-999.0,0.0,0.0,-999.0,23.23,0.0,73.06,4.9,127.16
2018,8,2,5,-999.0,0.0,0.0,-999.0,23.04,0.0,73.56,4.72,129.22
2018,8,2,6,-999.0,0.0,0.0,-999.0,22.88,0.0,74.12,4.62,132.19
2018,8,2,7,0.52,128.73,132.31,78.88,23.3,0.0,71.81,5.19,134.21
2018,8,2,8,0.65,350.95,356.4,65.49,24.72,0.0,64.56,5.79,134.95
2018,8,2,9,0.67,570.92,544.27,52.09,26.83,0.0,54.94,5.83,137.77
2018,8,2,10,0.63,747.2,643.05,39.66,29.36,0.0,45.5,5.39,143.31
2018,8,2,11,0.66,862.25,755.88,29.5,31.69,0.0,37.69,4.7,149.51
2018,8,2,12,0.67,907.77,803.42,24.59,33.82,0.0,31.62,3.94,154.76
2018,8,2,13,0.64,879.02,748.33,27.88,35.33,0.0,27.94,3.24,158.63
2018,8,2,14,0.62,778.6,649.28,37.26,36.01,0.0,26.25,2.75,161.1
2018,8,2,15,0.59,614.3,505.54,49.36,35.63,0.0,26.38,2.46,160.13
2018,8,2,16,0.6,403.12,363.38,62.61,34.83,0.0,27.31,2.37,153.94
2018,8,2,17,0.52,171.23,163.31,76.41,33.7,0.0,29.0,2.32,143.09
2018,8,2,18,0.37,10.12,12.93,88.46,31.51,0.0,34.25,1.66,124.06
2018,8,2,19,-999.0,0.0,0.0,-999.0,30.74,0.0,35.75,2.24,107.23
2018,8,2,20,-999.0,0.0,0.0,-999.0,30.28,0.0,37.56,4.03,101.53
2018,8,2,21,-999.0,0.0,0.0,-999.0,29.0,0.0,43.12,5.34,102.94
2018,8,2,22,-999.0,0.0,0.0,-999.0,27.02,0.0,51.88,7.26,109.88
2018,8,2,23,-999.0,0.0,0.0,-999.0,25.05,0.0,59.75,7.53,116.96
2018,8,3,0,-999.0,0.0,0.0,-999.0,23.58,0.0,65.38,7.1,124.14
2018,8,3,1,-999.0,0.0,0.0,-999.0,22.69,0.0,68.94,6.42,130.36
2018,8,3,2,-999.0,0.0,0.0,-999.0,22.08,0.0,71.69,5.84,133.97
2018,8,3,3,-999.0,0.0,0.0,-999.0,21.63,0.0,73.62,5.31,134.94
2018,8,3,4,-999.0,0.0,0.0,-999.0,21.22,0.0,75.0,4.77,134.54
2018,8,3,5,-999.0,0.0,0.0,-999.0,20.82,0.0,76.0,4.2,133.64
2018,8,3,6,-999.0,0.0,0.0,-999.0,20.45,0.0,76.81,3.72,131.68
2018,8,3,7,0.56,139.25,143.96,78.8,21.68,0.0,70.38,5.09,129.52
2018,8,3,8,0.68,368.73,375.41,65.41,24.24,0.0,57.75,5.88,126.41
2018,8,3,9,0.73,592.9,598.73,51.97,27.32,0.0,44.0,5.5,125.75
2018,8,3,10,0.76,773.75,772.35,39.5,30.43,0.0,33.25,4.8,128.06
2018,8,3,11,0.77,890.15,884.0,29.28,33.04,0.0,26.62,4.14,133.39
2018,8,3,12,0.77,941.4,927.98,24.34,34.95,0.0,23.06,3.66,139.5
2018,8,3,13,0.77,910.4,905.4,27.67,36.14,0.0,21.0,3.33,142.62
2018,8,3,14,0.75,807.3,794.17,37.11,36.67,0.0,19.94,3.07,139.65
2018,8,3,15,0.73,640.25,627.84,49.27,36.57,0.0,19.62,2.9,132.06
2018,8,3,16,0.7,424.08,424.46,62.55,35.88,0.0,20.06,2.95,122.01
2018,8,3,17,0.6,184.25,186.32,76.38,34.5,0.0,21.56,3.11,111.99
2018,8,3,18,0.31,11.2,11.09,88.45,30.62,0.0,27.69,2.52,101.8
2018,8,3,19,-999.0,0.0,0.0,-999.0,29.71,0.0,29.0,3.96,97.48
2018,8,3,20,-999.0,0.0,0.0,-999.0,28.87,0.0,32.38,5.64,97.8
2018,8,3,21,-999.0,0.0,0.0,-999.0,26.98,0.0,42.19,6.42,101.36
2018,8,3,22,-999.0,0.0,0.0,-999.0,25.05,0.0,55.06,7.13,108.79
2018,8,3,23,-999.0,0.0,0.0,-999.0,23.83,0.0,62.0,6.3,115.8
2018,8,4,0,-999.0,0.0,0.0,-999.0,23.07,0.0,65.12,5.35,120.09
2018,8,4,1,-999.0,0.0,0.0,-999.0,22.44,0.0,67.38,4.61,121.83
2018,8,4,2,-999.0,0.0,0.0,-999.0,21.83,0.0,69.38,3.89,121.87
2018,8,4,3,-999.0,0.0,0.0,-999.0,21.31,0.0,71.19,3.31,120.5
2018,8,4,4,-999.0,0.0,0.0,-999.0,20.62,0.0,74.0,1.93,124.59
2018,8,4,5,-999.0,0.0,0.0,-999.0,20.05,0.0,76.62,1.44,135.44
2018,8,4,6,-999.0,0.0,0.0,-999.0,19.73,0.0,77.88,1.55,145.67
2018,8,4,7,0.51,139.73,130.55,78.73,21.52,0.0,68.94,3.88,137.77
2018,8,4,8,0.6,368.42,332.65,65.31,24.48,0.0,55.06,5.46,127.21
2018,8,4,9,0.66,591.35,541.93,51.85,27.65,0.0,42.25,5.09,123.3
2018,8,4,10,0.7,770.98,711.73,39.34,30.63,0.0,32.94,4.38,120.4
2018,8,4,11,0.73,887.83,851.23,29.05,33.1,0.0,27.44,3.73,119.19
2018,8,4,12,0.73,932.6,883.42,24.08,34.95,0.0,24.31,3.22,119.18
2018,8,4,13,0.69,902.83,806.09,27.45,36.16,0.0,22.56,2.9,118.15
2018,8,4,14,0.72,801.95,762.62,36.97,36.69,0.0,22.0,2.74,116.2
2018,8,4,15,0.65,635.0,561.9,49.17,36.59,0.0,22.19,2.73,113.48
2018,8,4,16,0.63,419.52,387.54,62.49,35.92,0.0,23.19,2.84,110.28
2018,8,4,17,0.55,180.8,173.08,76.34,34.58,0.0,25.31,3.06,104.96
2018,8,4,18,0.37,10.92,13.3,88.45,31.9,0.0,30.56,2.23,94.81
2018,8,4,19,-999.0,0.0,0.0,-999.0,31.32,0.0,32.06,3.6,87.01
2018,8,4,20,-999.0,0.0,0.0,-999.0,30.52,0.0,35.81,5.34,85.3
2018,8,4,21,-999.0,0.0,0.0,-999.0,28.57,0.0,46.19,7.09,90.0
2018,8,4,22,-999.0,0.0,0.0,-999.0,26.38,0.0,59.62,7.56,97.54
2018,8,4,23,-999.0,0.0,0.0,-999.0,24.98,0.0,67.62,6.63,103.99
2018,8,5,0,-999.0,0.0,0.0,-999.0,24.18,0.0,71.38,5.72,107.97
2018,8,5,1,-999.0,0.0,0.0,-999.0,23.6,0.0,73.88,4.99,110.62
2018,8,5,2,-999.0,0.0,0.0,-999.0,23.08,0.0,76.19,4.35,112.74
2018,8,5,3,-999.0,0.0,0.0,-999.0,22.62,0.0,78.19,3.88,114.65
2018,8,5,4,-999.0,0.0,0.0,-999.0,22.23,0.0,79.88,3.4,116.33
2018,8,5,5,-999.0,0.0,0.0,-999.0,21.89,0.0,81.5,2.9,117.95
2018,8,5,6,-999.0,0.0,0.0,-999.0,21.56,0.0,83.19,2.3,120.83
2018,8,5,7,0.55,138.12,142.89,78.64,23.2,0.0,75.0,4.34,119.57
2018,8,5,8,0.66,363.6,369.86,65.21,25.97,0.0,61.94,5.58,115.63
2018,8,5,9,0.72,585.2,591.1,51.72,29.03,0.0,48.81,5.38,114.89
2018,8,5,10,0.74,764.23,761.98,39.16,31.91,0.0,38.75,4.78,117.57
2018,8,5,11,0.76,880.73,875.29,28.83,34.25,0.0,31.94,4.19,123.13
2018,8,5,12,0.77,934.92,926.09,23.81,35.95,0.0,27.5,3.73,129.73
2018,8,5,13,0.76,901.45,888.06,27.23,37.01,0.0,24.94,3.41,134.26
2018,8,5,14,0.73,797.27,773.84,36.82,37.34,0.0,23.69,3.23,134.51
2018,8,5,15,0.7,629.38,599.81,49.08,37.26,0.0,23.19,3.18,130.42
2018,8,5,16,0.63,413.2,386.91,62.44,36.53,0.0,23.62,3.4,123.58
2018,8,5,17,0.52,175.98,162.78,76.31,35.18,0.0,25.31,3.81,117.35
2018,8,5,18,0.35,10.58,12.69,88.44,32.62,0.0,29.88,2.84,108.93
2018,8,5,19,-999.0,0.0,0.0,-999.0,31.57,0.0,32.75,4.33,101.35
2018,8,5,20,-999.0,0.0,0.0,-999.0,30.23,0.0,37.69,5.39,98.0
2018,8,5,21,-999.0,0.0,0.0,-999.0,28.59,0.0,45.44,5.89,97.78
2018,8,5,22,-999.0,0.0,0.0,-999.0,26.84,0.0,56.12,6.78,103.59
2018,8,5,23,-999.0,0.0,0.0,-999.0,25.4,0.0,65.06,6.65,109.84
2018,8,6,0,-999.0,0.0,0.0,-999.0,24.44,0.0,70.06,5.83,113.44
2018,8,6,1,-999.0,0.0,0.0,-999.0,23.73,0.0,73.5,5.01,115.81
2018,8,6,2,-999.0,0.0,0.0,-999.0,23.15,0.0,76.12,4.51,117.45
2018,8,6,3,-999.0,0.0,0.0,-999.0,22.7,0.0,78.06,4.21,118.37
2018,8,6,4,-999.0,0.0,0.0,-999.0,22.37,0.0,79.31,3.99,118.12
2018,8,6,5,-999.0,0.0,0.0,-999.0,22.06,0.0,80.38,3.68,118.14
2018,8,6,6,-999.0,0.0,0.0,-999.0,21.83,0.0,81.25,3.26,120.26
2018,8,6,7,0.54,137.2,141.98,78.55,23.23,0.0,73.81,4.9,120.65
2018,8,6,8,0.66,362.0,366.79,65.12,25.8,0.0,61.0,5.95,120.16
2018,8,6,9,0.72,585.95,587.57,51.59,28.71,0.0,48.19,5.63,120.51
2018,8,6,10,0.73,766.75,754.66,38.99,31.62,0.0,37.69,5.0,121.58
2018,8,6,11,0.76,884.83,876.23,28.59,34.03,0.0,30.31,4.39,124.06
2018,8,6,12,0.77,945.35,935.1,23.54,35.8,0.0,25.44,3.89,126.34
2018,8,6,13,0.77,912.75,909.44,27.02,36.89,0.0,22.31,3.57,126.9
2018,8,6,14,0.76,807.9,805.3,36.68,37.33,0.0,20.5,3.45,124.37
2018,8,6,15,0.74,640.15,641.82,48.98,37.18,0.0,19.69,3.45,120.05
2018,8,6,16,0.7,422.58,428.29,62.38,36.48,0.0,19.75,3.61,115.9
2018,8,6,17,0.59,182.48,184.2,76.29,35.09,0.0,21.0,3.78,112.59
2018,8,6,18,0.38,11.1,13.89,88.44,31.1,0.0,27.31,2.79,105.44
2018,8,6,19,-999.0,0.0,0.0,-999.0,30.04,0.0,31.12,4.11,99.96
2018,8,6,20,-999.0,0.0,0.0,-999.0,29.37,0.0,37.44,5.89,99.24
2018,8,6,21,-999.0,0.0,0.0,-999.0,27.76,0.0,47.5,6.22,103.06
2018,8,6,22,-999.0,0.0,0.0,-999.0,26.16,0.0,58.38,7.36,107.17
2018,8,6,23,-999.0,0.0,0.0,-999.0,24.95,0.0,65.38,6.69,113.84
2018,8,7,0,-999.0,0.0,0.0,-999.0,24.12,0.0,69.81,5.72,121.19
2018,8,7,1,-999.0,0.0,0.0,-999.0,23.41,0.0,73.38,4.99,127.55
2018,8,7,2,-999.0,0.0,0.0,-999.0,22.76,0.0,76.5,4.45,131.73
2018,8,7,3,-999.0,0.0,0.0,-999.0,22.19,0.0,79.0,3.95,133.8
2018,8,7,4,-999.0,0.0,0.0,-999.0,21.69,0.0,81.0,3.38,134.44
2018,8,7,5,-999.0,0.0,0.0,-999.0,21.26,0.0,82.62,2.97,134.47
2018,8,7,6,-999.0,0.0,0.0,-999.0,20.92,0.0,84.12,2.55,135.87
2018,8,7,7,0.55,140.8,144.03,78.45,22.65,0.0,75.94,4.5,131.41
2018,8,7,8,0.66,368.17,371.8,65.02,25.82,0.0,62.0,6.11,120.86
2018,8,7,9,0.73,591.52,596.9,51.45,29.01,0.0,47.88,5.69,116.78
2018,8,7,10,0.74,771.2,768.98,38.81,31.94,0.0,36.75,4.79,116.98
2018,8,7,11,0.76,887.45,882.7,28.36,34.23,0.0,29.62,3.99,121.39
2018,8,7,12,0.77,939.95,929.15,23.27,35.85,0.0,25.25,3.45,128.19
2018,8,7,13,0.77,908.02,905.29,26.8,36.87,0.0,22.5,3.19,131.62
2018,8,7,14,0.75,803.77,793.83,36.54,37.32,0.0,20.69,3.14,129.24
2018,8,7,15,0.72,635.15,623.85,48.9,37.19,0.0,19.81,3.26,123.08
2018,8,7,16,0.66,418.55,406.78,62.33,36.45,0.0,19.88,3.58,115.89
2018,8,7,17,0.53,180.02,166.2,76.27,35.03,0.0,21.06,3.97,109.29
2018,8,7,18,0.38,10.88,13.5,88.43,31.68,0.0,26.19,2.97,101.69
2018,8,7,19,-999.0,0.0,0.0,-999.0,30.99,0.0,28.88,4.89,98.27
2018,8,7,20,-999.0,0.0,0.0,-999.0,29.8,0.0,34.44,5.84,98.0
2018,8,7,21,-999.0,0.0,0.0,-999.0,27.75,0.0,45.19,7.48,101.74
2018,8,7,22,-999.0,0.0,0.0,-999.0,25.83,0.0,55.88,7.43,108.0
2018,8,7,23,-999.0,0.0,0.0,-999.0,24.61,0.0,62.88,6.51,113.27
2018,8,8,0,-999.0,0.0,0.0,-999.0,23.79,0.0,68.0,5.53,117.62
2018,8,8,1,-999.0,0.0,0.0,-999.0,23.1,0.0,72.31,4.82,121.22
2018,8,8,2,-999.0,0.0,0.0,-999.0,22.51,0.0,75.75,4.19,123.9
2018,8,8,3,-999.0,0.0,0.0,-999.0,22.01,0.0,78.31,3.74,125.55
2018,8,8,4,-999.0,0.0,0.0,-999.0,21.6,0.0,80.19,3.41,124.74
2018,8,8,5,-999.0,0.0,0.0,-999.0,21.23,0.0,81.81,3.01,123.03
2018,8,8,6,-999.0,0.0,0.0,-999.0,20.85,0.0,83.62,2.34,122.74
2018,8,8,7,0.56,146.25,151.01,78.35,22.47,0.0,74.88,4.47,121.72
2018,8,8,8,0.68,376.55,382.3,64.91,25.18,0.0,60.5,5.91,119.82
2018,8,8,9,0.73,600.7,606.88,51.32,28.21,0.0,46.75,5.87,118.78
2018,8,8,10,0.75,781.15,778.36,38.63,31.12,0.0,36.56,5.34,119.04
2018,8,8,11,0.77,897.92,893.48,28.12,33.58,0.0,29.69,4.84,120.66
2018,8,8,12,0.77,947.52,935.38,22.98,35.38,0.0,25.25,4.5,123.3
2018,8,8,13,0.77,915.6,903.96,26.58,36.55,0.0,22.0,4.38,123.29
2018,8,8,14,0.76,811.0,806.16,36.39,37.12,0.0,19.75,4.43,121.08
2018,8,8,15,0.73,642.35,641.55,48.81,37.06,0.0,18.62,4.64,118.25
2018,8,8,16,0.7,424.5,430.47,62.28,36.24,0.0,18.75,4.98,115.08
2018,8,8,17,0.59,184.1,184.74,76.24,34.64,0.0,20.44,5.28,111.44
2018,8,8,18,0.39,11.27,14.12,88.43,31.08,0.0,26.12,3.98,105.95
2018,8,8,19,-999.0,0.0,0.0,-999.0,29.85,0.0,31.31,5.55,103.51
2018,8,8,20,-999.0,0.0,0.0,-999.0,28.57,0.0,39.0,5.97,104.71
2018,8,8,21,-999.0,0.0,0.0,-999.0,27.24,0.0,48.06,6.49,107.87
2018,8,8,22,-999.0,0.0,0.0,-999.0,25.92,0.0,56.62,6.83,110.9
2018,8,8,23,-999.0,0.0,0.0,-999.0,24.74,0.0,63.12,6.5,115.09
2018,8,9,0,-999.0,0.0,0.0,-999.0,23.71,0.0,68.5,5.92,117.75
2018,8,9,1,-999.0,0.0,0.0,-999.0,22.73,0.0,73.75,5.44,120.77
2018,8,9,2,-999.0,0.0,0.0,-999.0,21.76,0.0,78.88,4.86,126.17
2018,8,9,3,-999.0,0.0,0.0,-999.0,20.93,0.0,83.0,4.24,135.3
2018,8,9,4,-999.0,0.0,0.0,-999.0,20.28,0.0,86.06,3.83,146.31
2018,8,9,5,-999.0,0.0,0.0,-999.0,19.75,0.0,88.5,3.34,157.7
2018,8,9,6,0.54,3.65,7.23,89.42,19.5,0.0,89.12,3.36,167.51
2018,8,9,7,0.47,138.83,120.15,78.84,21.35,0.0,78.38,5.22,161.86
2018,8,9,8,0.57,378.85,323.59,64.8,24.84,0.0,61.19,6.7,145.64
2018,8,9,9,0.63,603.52,525.02,51.18,28.14,0.0,48.5,6.44,135.93
2018,8,9,10,0.69,783.12,712.07,38.45,30.93,0.0,39.88,5.89,129.78
2018,8,9,11,0.76,897.92,882.47,27.87,33.23,0.0,33.5,5.47,125.87
2018,8,9,12,0.7,940.6,860.09,22.7,35.02,0.0,28.75,5.12,123.54
2018,8,9,13,0.71,907.88,842.15,26.35,36.23,0.0,25.69,4.84,121.61
2018,8,9,14,0.63,802.23,678.47,36.25,36.79,0.0,24.19,4.68,118.83
2018,8,9,15,0.69,634.1,597.05,48.73,36.71,0.0,23.81,4.66,115.1
2018,8,9,16,0.65,417.65,400.66,62.23,35.99,0.0,24.56,4.8,111.0
2018,8,9,17,0.56,178.7,177.15,76.22,34.55,0.0,26.81,4.98,107.04
2018,8,9,18,0.33,10.7,12.01,88.42,32.17,0.0,31.56,4.12,101.37
2018,8,9,19,-999.0,0.0,0.0,-999.0,31.01,0.0,35.56,5.35,97.21
2018,8,9,20,-999.0,0.0,0.0,-999.0,29.49,0.0,41.81,5.77,95.36
2018,8,9,21,-999.0,0.0,0.0,-999.0,27.69,0.0,51.69,6.57,97.51
2018,8,9,22,-999.0,0.0,0.0,-999.0,26.01,0.0,62.56,6.75,102.57
2018,8,9,23,-999.0,0.0,0.0,-999.0,24.84,0.0,69.75,6.09,107.92
2018,8,10,0,-999.0,0.0,0.0,-999.0,23.98,0.0,74.12,5.26,112.99
2018,8,10,1,-999.0,0.0,0.0,-999.0,23.26,0.0,77.38,4.65,117.0
2018,8,10,2,-999.0,0.0,0.0,-999.0,22.65,0.0,80.0,4.21,119.23
2018,8,10,3,-999.0,0.0,0.0,-999.0,22.16,0.0,81.75,3.73,121.19
2018,8,10,4,-999.0,0.0,0.0,-999.0,21.73,0.0,83.25,3.09,124.81
2018,8,10,5,-999.0,0.0,0.0,-999.0,21.36,0.0,84.56,2.55,126.41
2018,8,10,6,0.54,3.65,7.44,89.4,21.07,0.0,85.44,2.24,128.35
2018,8,10,7,0.52,137.17,132.16,78.76,22.76,0.0,76.06,4.58,126.81
2018,8,10,8,0.63,375.9,360.1,64.7,25.57,0.0,62.31,5.87,122.1
2018,8,10,9,0.7,600.83,583.83,51.04,28.69,0.0,48.88,5.6,121.07
2018,8,10,10,0.73,781.23,759.81,38.26,31.53,0.0,39.31,5.04,123.3
2018,8,10,11,0.77,898.58,893.88,27.62,33.61,0.0,33.81,4.65,125.91
2018,8,10,12,0.76,949.1,928.23,22.41,35.4,0.0,29.25,4.35,126.6
2018,8,10,13,0.74,917.75,881.3,26.13,36.57,0.0,25.81,4.09,123.78
2018,8,10,14,0.71,813.0,760.43,36.11,37.16,0.0,23.38,3.92,118.05
2018,8,10,15,0.71,643.42,621.43,48.64,37.08,0.0,22.19,3.92,112.48
2018,8,10,16,0.66,424.55,407.35,62.19,36.4,0.0,22.0,4.09,107.43
2018,8,10,17,0.54,182.38,169.29,76.2,34.97,0.0,23.06,4.32,102.85
2018,8,10,18,0.38,10.92,13.61,88.42,31.35,0.0,28.56,3.09,95.81
2018,8,10,19,-999.0,0.0,0.0,-999.0,30.14,0.0,32.0,4.62,90.87
2018,8,10,20,-999.0,0.0,0.0,-999.0,29.05,0.0,37.5,5.77,89.53
2018,8,10,21,-999.0,0.0,0.0,-999.0,27.39,0.0,46.25,6.41,91.19
2018,8,10,22,-999.0,0.0,0.0,-999.0,25.83,0.0,54.75,6.64,95.67
2018,8,10,23,-999.0,0.0,0.0,-999.0,24.67,0.0,60.44,5.79,99.55
2018,8,11,0,-999.0,0.0,0.0,-999.0,23.81,0.0,64.69,5.14,100.87
2018,8,11,1,-999.0,0.0,0.0,-999.0,23.08,0.0,68.75,4.44,101.15
2018,8,11,2,-999.0,0.0,0.0,-999.0,22.4,0.0,72.94,3.76,102.85
2018,8,11,3,-999.0,0.0,0.0,-999.0,21.8,0.0,77.19,3.06,107.09
2018,8,11,4,-999.0,0.0,0.0,-999.0,21.23,0.0,81.0,2.28,114.72
2018,8,11,5,-999.0,0.0,0.0,-999.0,20.68,0.0,84.31,1.8,124.73
2018,8,11,6,0.52,3.8,7.52,89.38,20.41,0.0,85.81,2.06,130.08
2018,8,11,7,0.55,138.4,143.3,78.66,22.05,0.0,77.0,4.24,124.8
2018,8,11,8,0.68,377.02,384.37,64.58,24.8,0.0,61.25,5.49,115.91
2018,8,11,9,0.73,603.52,608.48,50.89,27.88,0.0,45.56,5.26,112.61
2018,8,11,10,0.75,786.17,783.76,38.07,30.91,0.0,33.94,4.72,111.17
2018,8,11,11,0.77,904.42,901.09,27.37,33.44,0.0,26.69,4.2,109.55
2018,8,11,12,0.77,961.7,946.43,22.12,35.3,0.0,22.62,3.8,106.24
2018,8,11,13,0.77,928.35,920.03,25.91,36.46,0.0,19.94,3.66,101.07
2018,8,11,14,0.73,821.23,788.57,35.97,36.99,0.0,18.06,3.76,95.6
2018,8,11,15,0.72,649.55,633.07,48.55,36.85,0.0,17.12,3.93,90.11
2018,8,11,16,0.68,428.67,422.82,62.14,36.13,0.0,17.0,4.16,85.58
2018,8,11,17,0.59,185.0,185.28,76.18,34.65,0.0,18.19,4.32,81.88
2018,8,11,18,0.38,11.17,13.91,88.42,30.54,0.0,23.81,3.1,77.5
2018,8,11,19,-999.0,0.0,0.0,-999.0,29.31,0.0,28.06,4.46,76.01
2018,8,11,20,-999.0,0.0,0.0,-999.0,28.51,0.0,35.31,5.95,75.47
2018,8,11,21,-999.0,0.0,0.0,-999.0,27.12,0.0,45.56,5.62,74.44
2018,8,11,22,-999.0,0.0,0.0,-999.0,25.96,0.0,54.94,5.14,74.84
2018,8,11,23,-999.0,0.0,0.0,-999.0,24.95,0.0,62.69,4.69,75.13
2018,8,12,0,-999.0,0.0,0.0,-999.0,23.94,0.0,69.44,4.01,76.02
2018,8,12,1,-999.0,0.0,0.0,-999.0,22.98,0.0,75.62,3.36,79.16
2018,8,12,2,-999.0,0.0,0.0,-999.0,22.12,0.0,81.12,2.71,84.37
2018,8,12,3,-999.0,0.0,0.0,-999.0,21.38,0.0,85.75,1.98,91.36
2018,8,12,4,-999.0,0.0,0.0,-999.0,20.83,0.0,89.0,1.64,98.75
2018,8,12,5,-999.0,0.0,0.0,-999.0,20.43,0.0,91.44,1.43,105.56
2018,8,12,6,0.5,3.8,7.38,89.36,20.25,0.0,92.5,1.42,115.15
2018,8,12,7,0.52,133.58,136.06,78.58,22.3,0.0,81.81,3.1,107.43
2018,8,12,8,0.65,368.7,372.5,64.46,25.86,0.0,65.56,4.75,89.53
2018,8,12,9,0.71,591.88,595.36,50.74,29.23,0.0,51.31,4.83,79.47
2018,8,12,10,0.71,771.7,740.56,37.88,32.08,0.0,40.62,4.32,74.25
2018,8,12,11,0.75,886.73,880.45,27.11,34.33,0.0,33.25,3.82,72.64
2018,8,12,12,0.73,941.5,904.14,21.83,35.9,0.0,28.62,3.49,73.07
2018,8,12,13,0.73,905.98,874.44,25.68,36.89,0.0,25.69,3.28,71.65
2018,8,12,14,0.7,798.25,746.09,35.84,37.3,0.0,23.94,3.24,69.12
2018,8,12,15,0.65,625.73,570.77,48.48,37.1,0.0,23.56,3.38,66.4
2018,8,12,16,0.61,406.15,376.73,62.09,36.3,0.0,24.44,3.84,63.38
2018,8,12,17,0.52,167.88,163.07,76.16,34.74,0.0,27.31,4.64,58.85
2018,8,12,18,0.34,9.83,12.2,88.42,32.55,0.0,33.75,5.36,52.23
2018,8,12,19,-999.0,0.0,0.0,-999.0,30.81,0.0,42.94,7.38,48.99
2018,8,12,20,-999.0,0.0,0.0,-999.0,28.97,0.0,53.44,8.27,51.71
2018,8,12,21,-999.0,0.0,0.0,-999.0,27.58,0.0,60.31,7.64,55.66
2018,8,12,22,-999.0,0.0,0.0,-999.0,26.77,0.0,64.0,6.55,58.36
2018,8,12,23,-999.0,0.0,0.0,-999.0,26.09,0.0,67.19,5.88,61.15
2018,8,13,0,-999.0,0.0,0.0,-999.0,25.3,0.0,70.88,5.23,63.55
2018,8,13,1,-999.0,0.0,0.0,-999.0,24.51,0.0,74.75,4.45,66.05
2018,8,13,2,-999.0,0.0,0.0,-999.0,23.85,0.0,78.25,3.82,69.16
2018,8,13,3,-999.0,0.0,0.0,-999.0,23.29,0.0,81.31,3.14,71.88
2018,8,13,4,-999.0,0.0,0.0,-999.0,22.85,0.0,83.62,2.89,75.14
2018,8,13,5,-999.0,0.0,0.0,-999.0,22.56,0.0,85.19,2.72,77.04
2018,8,13,6,0.37,3.73,5.62,89.34,22.35,0.0,86.38,2.74,79.14
2018,8,13,7,0.3,124.8,80.09,78.48,23.64,0.0,78.12,4.1,82.12
2018,8,13,8,0.41,353.85,239.79,64.34,26.11,0.0,64.25,4.89,83.02
2018,8,13,9,0.48,576.2,402.55,50.59,28.81,0.0,51.88,4.74,81.1
2018,8,13,10,0.5,757.48,522.11,37.68,31.64,0.0,41.38,4.34,78.89
2018,8,13,11,0.59,872.27,688.52,26.84,33.99,0.0,34.0,3.75,79.18
2018,8,13,12,0.66,940.55,811.22,21.52,35.64,0.0,29.31,3.14,81.43
2018,8,13,13,0.72,906.62,859.49,25.45,36.43,0.0,26.75,2.67,83.79
